Date,Away,Away_Abbr,Home,Home_Abbr,Away_G,Home_G,Total,Away_GP_Before,Home_GP_Before,Away_GF_Avg,Away_GA_Avg,Home_GF_Avg,Home_GA_Avg,Eligible,Lambda,Line,Over_Odds,Under_Odds,Home_GF_Model,Home_GA_Model,Away_GF_Model,Away_GA_Model,P_Over,P_Under,Lean,Edge_Over,Edge_Under,Actual_Result,Graded,Hit,Profit
2025-11-28,Montreal Canadiens,MTL,Vegas Golden Knights,VGK,4,1,5,22,23,3.4545,3.5909,3.0870,3.0000,True,6.6837,6.0,-120,100,3.0077,3.0565,3.3086,3.5104,0.6571,0.3429,Over,11.16,-15.71,Under,True,False,-100.00
2025-11-28,Toronto Maple Leafs,TOR,Washington Capitals,WSH,2,4,6,23,24,3.3043,3.6087,3.3333,2.7500,True,6.7234,6.0,-110,-110,3.3979,2.9550,3.1359,3.3894,0.6626,0.3374,Over,13.88,-18.64,Push,False,False,
2025-11-29,Detroit Red Wings,DET,Boston Bruins,BOS,2,3,5,25,26,3.0000,3.4400,3.0769,3.2308,True,6.3950,5.5,-120,100,3.0026,3.1555,2.9933,3.4377,0.6155,0.3845,Over,7.01,-11.55,Under,True,False,-100.00
2025-11-29,Montreal Canadiens,MTL,Colorado Avalanche,COL,2,7,9,23,24,3.4783,3.4783,4.0000,2.2083,True,6.6977,6.5,-105,-115,3.7132,2.4294,3.3347,3.3910,0.5043,0.4957,Toss-up,-0.78,-3.92,Over,False,False,
2025-11-29,Vancouver Canucks,VAN,Los Angeles Kings,LAK,1,2,3,25,24,3.1200,3.7200,2.7500,2.8750,True,6.2488,6.5,100,-120,2.8359,2.8656,3.1615,3.6210,0.4336,0.5664,Toss-up,-6.64,2.10,Under,False,False,
2025-11-29,Buffalo Sabres,BUF,Minnesota Wild,MIN,3,2,5,24,25,3.0417,3.5000,3.0000,2.7600,True,6.0838,6.0,-120,100,3.0729,2.6726,3.1049,3.4153,0.5677,0.4323,Toss-up,2.22,-6.77,Under,False,False,
2025-11-29,Philadelphia Flyers,PHI,New Jersey Devils,NJD,5,3,8,23,24,2.9565,2.7826,3.2083,2.8750,True,5.7899,5.5,-105,-115,3.0990,2.9096,3.0350,2.9190,0.5200,0.4800,Toss-up,0.78,-5.49,Over,False,False,
2025-11-29,Winnipeg Jets,WPG,Nashville Predators,NSH,5,2,7,23,24,3.0870,2.9565,2.5833,3.6250,True,6.2014,6.0,-105,-115,2.7910,3.5080,2.9903,3.1071,0.5861,0.4139,Toss-up,7.39,-12.10,Over,False,False,
2025-11-29,Tampa Bay Lightning,TBL,New York Rangers,NYR,4,1,5,24,26,3.3333,2.6667,2.7308,2.5769,True,5.6650,6.5,105,-125,2.9762,2.7999,3.3643,2.7183,0.3401,0.6599,Under,-14.77,10.44,Under,True,True,80.00
2025-11-29,Toronto Maple Leafs,TOR,Pittsburgh Penguins,PIT,7,2,9,24,23,3.2500,3.6250,3.1304,2.7391,True,6.2297,6.5,-105,-115,3.0493,2.8674,3.0848,3.4108,0.4305,0.5695,Toss-up,-8.17,3.46,Over,False,False,
2025-11-29,Edmonton Oilers,EDM,Seattle Kraken,SEA,4,0,4,25,23,3.0800,3.8000,2.5652,2.6957,True,6.0489,6.0,-105,-115,2.7064,2.7870,3.1116,3.7086,0.5621,0.4379,Toss-up,5.00,-9.70,Under,False,False,
2025-11-29,Utah Mammoth,UTA,St. Louis Blues,STL,0,1,1,25,25,3.0800,3.0400,2.6800,3.6400,True,6.1014,5.5,-115,-105,2.7919,3.3419,3.0464,3.1069,0.5705,0.4295,Toss-up,3.56,-8.27,Under,False,False,
2025-11-29,San Jose Sharks,SJS,Vegas Golden Knights,VGK,3,4,7,25,24,2.8400,3.2000,3.0000,3.0417,True,5.6771,6.5,100,-120,2.9179,3.0953,2.8267,3.0012,0.3420,0.6580,Under,-15.80,11.26,Over,True,False,-100.00
2025-11-30,Calgary Flames,CGY,Carolina Hurricanes,CAR,0,1,1,26,24,2.5000,3.1154,3.5417,2.9167,True,5.9971,6.0,-110,-110,3.3034,2.9974,2.8185,3.0427,0.5538,0.4462,Toss-up,3.00,-7.77,Under,False,False,
2025-11-30,Anaheim Ducks,ANA,Chicago Blackhawks,CHI,3,5,8,24,24,3.7083,3.2500,3.1250,2.9167,True,6.6242,6.5,-120,100,3.0757,3.0432,3.4638,3.2027,0.4929,0.5071,Toss-up,-5.25,0.71,Over,False,False,
2025-11-30,Ottawa Senators,OTT,Dallas Stars,DAL,1,6,7,24,25,3.2500,3.2500,3.4800,2.8000,True,6.2521,5.5,-120,100,3.4370,2.8141,3.1227,3.0471,0.5939,0.4061,Toss-up,4.85,-9.39,Over,False,False,
2025-11-30,Washington Capitals,WSH,New York Islanders,NYI,4,1,5,25,25,3.3600,2.7200,3.0000,2.9200,True,5.9161,6.0,-110,-110,2.9275,2.8411,3.4158,2.9126,0.5408,0.4592,Toss-up,1.69,-6.46,Under,False,False,
2025-12-01,Winnipeg Jets,WPG,Buffalo Sabres,BUF,1,5,6,24,25,3.1667,2.9167,3.0400,3.4400,True,6.4137,6.5,-105,-115,3.0971,3.3461,3.0764,3.0550,0.4598,0.5402,Toss-up,-5.24,0.53,Under,False,False,
2025-12-01,Columbus Blue Jackets,CBJ,New Jersey Devils,NJD,5,3,8,25,25,2.9200,3.2800,3.2000,2.9600,True,6.0796,6.0,-125,105,3.0920,3.0000,2.8935,3.2487,0.5670,0.4330,Toss-up,1.15,-5.48,Over,False,False,
2025-12-01,Pittsburgh Penguins,PIT,Philadelphia Flyers,PHI,5,1,6,24,24,3.0833,2.9167,3.0417,2.7917,True,5.9334,6.0,-105,-115,3.1200,2.9234,3.0015,3.0494,0.5436,0.4564,Toss-up,3.14,-7.85,Push,False,False,
2025-12-01,Utah Mammoth,UTA,San Jose Sharks,SJS,3,6,9,26,26,2.9615,2.9615,2.8462,3.2308,True,5.6539,6.0,100,-120,2.8375,3.0445,2.9146,3.0141,0.4973,0.5027,Toss-up,-0.27,-4.27,Over,False,False,
2025-12-01,Anaheim Ducks,ANA,St. Louis Blues,STL,4,1,5,25,26,3.6800,3.3200,2.6154,3.5000,True,6.4519,6.5,-105,-115,2.7186,3.1941,3.4402,3.2809,0.4659,0.5341,Toss-up,-4.63,-0.08,Under,False,False,
2025-12-02,Vancouver Canucks,VAN,Colorado Avalanche,COL,1,3,4,26,25,3.0385,3.6538,4.1200,2.2000,True,6.8171,6.5,-110,-110,3.8434,2.4193,3.0653,3.5408,0.5227,0.4773,Toss-up,-0.11,-4.65,Under,False,False,
2025-12-02,Boston Bruins,BOS,Detroit Red Wings,DET,4,5,9,27,26,3.0741,3.1852,2.9615,3.4231,True,6.2905,5.5,-120,100,2.9492,3.4105,3.0006,3.1027,0.5998,0.4002,Toss-up,5.43,-9.98,Over,False,False,
2025-12-02,Minnesota Wild,MIN,Edmonton Oilers,EDM,1,0,1,26,26,2.9615,2.7692,3.1154,3.6538,True,6.2161,6.0,-115,-105,3.1464,3.5384,3.0261,2.6915,0.5884,0.4116,Toss-up,5.35,-10.06,Under,False,False,
2025-12-02,Toronto Maple Leafs,TOR,Florida Panthers,FLA,4,1,5,25,24,3.4000,3.5600,3.1250,3.2083,True,6.9152,6.5,-105,-115,3.2166,3.2437,3.2502,3.3412,0.5376,0.4624,Toss-up,2.54,-7.25,Under,False,False,
2025-12-02,Washington Capitals,WSH,Los Angeles Kings,LAK,3,1,4,26,25,3.3846,2.6538,2.7200,2.8000,True,5.6814,5.5,100,-120,2.7984,2.7831,3.4341,2.8323,0.5019,0.4981,Toss-up,0.19,-4.73,Under,False,False,
2025-12-02,Ottawa Senators,OTT,Montreal Canadiens,MTL,5,2,7,25,24,3.1600,3.3600,3.4167,3.6250,True,6.8574,6.0,-105,-115,3.2672,3.5390,3.0284,3.1730,0.6807,0.3193,Over,16.85,-21.56,Over,True,True,95.24
2025-12-02,Calgary Flames,CGY,Nashville Predators,NSH,1,5,6,27,25,2.4074,3.0370,2.5600,3.6800,True,5.7751,5.5,-120,100,2.7566,3.5610,2.7010,2.9544,0.5175,0.4825,Toss-up,-2.79,-1.75,Over,False,False,
2025-12-02,Tampa Bay Lightning,TBL,New York Islanders,NYI,1,2,3,25,26,3.3600,2.6000,2.9231,2.9615,True,5.6275,6.0,-105,-115,2.8457,2.8921,3.3822,2.6447,0.4928,0.5072,Toss-up,-1.94,-2.77,Under,False,False,
2025-12-02,Dallas Stars,DAL,New York Rangers,NYR,2,3,5,26,27,3.5769,2.7308,2.6667,2.6296,True,5.8548,5.5,-110,-110,2.8884,2.8483,3.5376,2.7379,0.5307,0.4693,Toss-up,0.69,-5.45,Under,False,False,
2025-12-02,Chicago Blackhawks,CHI,Vegas Golden Knights,VGK,3,4,7,25,25,3.2000,2.9200,3.0400,3.0400,True,6.1049,6.0,-105,-115,2.9626,3.0864,3.1561,3.0391,0.5710,0.4290,Toss-up,5.88,-10.59,Over,False,False,
2025-12-03,Utah Mammoth,UTA,Anaheim Ducks,ANA,7,0,7,27,26,2.9630,3.0741,3.6923,3.2308,True,6.5440,6.5,-110,-110,3.4538,3.1759,2.9171,3.1371,0.4804,0.5196,Toss-up,-4.34,-0.42,Over,False,False,
2025-12-03,Winnipeg Jets,WPG,Montreal Canadiens,MTL,2,3,5,25,25,3.0800,3.0000,3.3600,3.6800,True,6.7666,6.5,100,-120,3.2088,3.5941,2.9842,3.1366,0.5150,0.4850,Toss-up,1.50,-6.04,Under,False,False,
2025-12-03,Dallas Stars,DAL,New Jersey Devils,NJD,3,0,3,27,26,3.5185,2.7407,3.1923,3.0385,True,6.2456,6.0,-105,-115,3.0848,3.0833,3.4657,2.7538,0.5929,0.4071,Toss-up,8.07,-12.78,Under,False,False,
2025-12-03,Buffalo Sabres,BUF,Philadelphia Flyers,PHI,2,5,7,26,25,3.1154,3.3462,2.9600,2.8800,True,6.3051,6.5,100,-120,3.0228,3.0104,3.1735,3.2377,0.4426,0.5574,Toss-up,-5.74,1.20,Over,False,False,
2025-12-03,Washington Capitals,WSH,San Jose Sharks,SJS,7,1,8,27,27,3.3704,2.5926,2.9630,3.2222,True,6.0415,6.0,-115,-105,2.9695,3.0386,3.4074,2.7560,0.5610,0.4390,Toss-up,2.61,-7.32,Over,False,False,
2025-12-04,St. Louis Blues,STL,Boston Bruins,BOS,2,5,7,27,28,2.5556,3.5185,3.1071,3.2500,True,5.9281,5.5,-105,-115,3.0397,3.1776,2.6469,3.2213,0.5427,0.4573,Toss-up,3.05,-7.76,Over,False,False,
2025-12-04,Toronto Maple Leafs,TOR,Carolina Hurricanes,CAR,5,1,6,26,25,3.4231,3.4615,3.4400,2.8000,True,6.4226,6.0,-125,105,3.1960,2.8649,3.2770,3.2351,0.6196,0.3804,Over,6.41,-10.74,Push,False,False,
2025-12-04,Detroit Red Wings,DET,Columbus Blue Jackets,CBJ,5,6,11,27,26,3.0370,3.4444,3.0000,3.2692,True,6.5216,6.5,-120,100,2.9831,3.2326,3.0341,3.4269,0.4769,0.5231,Toss-up,-6.86,2.31,Over,False,False,
2025-12-04,Minnesota Wild,MIN,Calgary Flames,CGY,1,4,5,27,28,2.8889,2.6667,2.3571,3.1071,True,5.1173,5.5,-110,-110,2.6364,3.0417,2.9391,2.5817,0.4046,0.5954,Toss-up,-11.92,7.16,Under,False,False,
2025-12-04,Seattle Kraken,SEA,Edmonton Oilers,EDM,4,9,13,24,27,2.4583,2.7500,3.0000,3.5556,True,5.6575,6.0,100,-120,3.0101,3.4217,2.5880,2.8390,0.4979,0.5021,Toss-up,-0.21,-4.33,Over,False,False,
2025-12-04,Nashville Predators,NSH,Florida Panthers,FLA,2,1,3,26,25,2.6538,3.5769,3.0400,3.2400,True,6.5259,6.0,-110,-110,3.1205,3.2755,2.8598,3.4472,0.6347,0.3653,Over,11.09,-15.85,Under,True,False,-100.00
2025-12-04,Chicago Blackhawks,CHI,Los Angeles Kings,LAK,2,1,3,26,26,3.1923,2.9615,2.6538,2.8077,True,5.5930,5.5,-110,-110,2.7270,2.7978,3.1514,3.0838,0.4869,0.5131,Toss-up,-3.69,-1.08,Under,False,False,
2025-12-04,Colorado Avalanche,COL,New York Islanders,NYI,3,6,9,26,27,4.0769,2.1538,2.8889,2.8889,True,5.6362,6.0,-115,-105,2.8139,2.8156,3.7932,2.3665,0.4943,0.5057,Toss-up,-4.06,-0.65,Over,False,False,
2025-12-04,New York Rangers,NYR,Ottawa Senators,OTT,4,2,6,28,26,2.6786,2.6071,3.2308,3.3077,True,5.7906,5.5,-115,-105,3.1148,3.1232,2.8984,2.8191,0.5201,0.4799,Toss-up,-1.48,-3.23,Over,False,False,
2025-12-04,Pittsburgh Penguins,PIT,Tampa Bay Lightning,TBL,4,3,7,25,26,3.1600,2.8400,3.2692,2.5769,True,5.7832,6.5,-110,-110,3.2774,2.6252,3.0880,2.9605,0.3589,0.6411,Under,-16.49,11.73,Over,True,False,-100.00
2025-12-05,Washington Capitals,WSH,Anaheim Ducks,ANA,3,4,7,28,27,3.5000,2.5357,3.5556,3.3704,True,6.7417,6.5,-105,-115,3.3058,3.3381,3.5556,2.6917,0.5111,0.4889,Toss-up,-0.11,-4.60,Over,False,False,
2025-12-05,San Jose Sharks,SJS,Dallas Stars,DAL,1,4,5,28,28,2.8929,3.3571,3.5000,2.6429,True,6.0713,6.0,-115,-105,3.4439,2.6476,2.8935,3.2079,0.5657,0.4343,Toss-up,3.08,-7.79,Under,False,False,
2025-12-05,Vegas Golden Knights,VGK,New Jersey Devils,NJD,3,0,3,26,27,3.0769,3.0385,3.0741,3.0370,True,5.9776,5.5,-110,-110,2.9580,3.0827,3.0117,3.0857,0.5507,0.4493,Toss-up,2.69,-7.45,Under,False,False,
2025-12-05,Utah Mammoth,UTA,Vancouver Canucks,VAN,4,1,5,28,27,3.1071,2.9643,2.9630,3.6296,True,6.4343,6.5,100,-120,2.9762,3.5086,3.0907,3.0075,0.4631,0.5369,Toss-up,-3.69,-0.86,Under,False,False,
2025-12-05,Buffalo Sabres,BUF,Winnipeg Jets,WPG,1,4,5,27,26,3.0741,3.4074,3.0385,3.0000,True,6.3528,6.5,-105,-115,2.9446,3.1307,3.1252,3.3119,0.4502,0.5498,Toss-up,-6.20,1.49,Under,False,False,
2025-12-06,New Jersey Devils,NJD,Boston Bruins,BOS,1,4,5,28,29,2.9643,3.0357,3.1724,3.2069,True,6.0105,5.5,-105,-115,3.1218,3.1287,2.8348,3.0771,0.5560,0.4440,Toss-up,4.38,-9.09,Under,False,False,
2025-12-06,Nashville Predators,NSH,Carolina Hurricanes,CAR,3,6,9,27,26,2.6296,3.4815,3.3462,2.8846,True,6.0851,6.0,-110,-110,3.1009,2.9593,2.8233,3.3350,0.5679,0.4321,Toss-up,4.41,-9.17,Over,False,False,
2025-12-06,Utah Mammoth,UTA,Calgary Flames,CGY,0,2,2,29,29,3.1379,2.8966,2.4138,3.0345,True,5.5747,6.0,100,-120,2.6985,2.9579,3.1276,2.9258,0.4838,0.5162,Toss-up,-1.62,-2.93,Under,False,False,
2025-12-06,Winnipeg Jets,WPG,Edmonton Oilers,EDM,2,6,8,27,28,3.0741,2.9259,3.2143,3.5714,True,6.5720,6.5,-110,-110,3.2584,3.4390,2.9896,3.0389,0.4848,0.5152,Toss-up,-3.90,-0.86,Over,False,False,
2025-12-06,Columbus Blue Jackets,CBJ,Florida Panthers,FLA,6,7,13,27,26,3.1111,3.3333,2.9615,3.1923,True,6.5095,6.5,105,-125,3.0261,3.2146,3.1119,3.3051,0.4750,0.5250,Toss-up,-1.28,-3.05,Over,False,False,
2025-12-06,Chicago Blackhawks,CHI,Los Angeles Kings,LAK,0,6,6,27,27,3.1481,2.8889,2.5926,2.7778,True,5.3751,5.5,-115,-105,2.6600,2.7689,3.1022,2.9964,0.4496,0.5504,Toss-up,-8.53,3.82,Over,False,False,
2025-12-06,Colorado Avalanche,COL,New York Rangers,NYR,3,2,5,27,29,4.0370,2.2963,2.7241,2.5862,True,5.8174,6.0,-110,-110,2.9467,2.7896,3.7504,2.5315,0.5246,0.4754,Toss-up,0.08,-4.84,Under,False,False,
2025-12-06,St. Louis Blues,STL,Ottawa Senators,OTT,2,1,3,28,27,2.5357,3.5714,3.1852,3.3333,True,5.9804,5.5,-110,-110,3.0673,3.1593,2.6293,3.2959,0.5512,0.4488,Toss-up,2.74,-7.50,Under,False,False,
2025-12-06,Detroit Red Wings,DET,Seattle Kraken,SEA,4,3,7,28,25,3.1071,3.5357,2.5200,3.0000,True,6.1997,6.0,-105,-115,2.6566,3.1086,3.1178,3.5299,0.5858,0.4142,Toss-up,7.36,-12.07,Over,False,False,
2025-12-06,New York Islanders,NYI,Tampa Bay Lightning,TBL,2,0,2,28,27,3.0000,2.8929,3.2593,2.6296,True,5.5758,6.0,-115,-105,3.2618,2.6890,2.9504,2.8273,0.4840,0.5160,Toss-up,-5.09,0.38,Under,False,False,
2025-12-06,Montreal Canadiens,MTL,Toronto Maple Leafs,TOR,2,1,3,26,27,3.3462,3.6154,3.4815,3.3704,True,7.0993,6.5,-115,-105,3.3466,3.1388,3.1977,3.5181,0.5650,0.4350,Toss-up,3.01,-7.72,Under,False,False,
2025-12-06,Minnesota Wild,MIN,Vancouver Canucks,VAN,2,4,6,28,28,2.8214,2.7143,2.8929,3.6429,True,5.7719,6.0,-105,-115,2.8930,3.5199,2.8579,2.6453,0.5170,0.4830,Toss-up,0.48,-5.19,Push,False,False,
2025-12-07,Chicago Blackhawks,CHI,Anaheim Ducks,ANA,1,7,8,28,28,3.0357,3.0000,3.5714,3.3571,True,6.5899,6.5,-130,110,3.3273,3.3163,2.9689,3.1184,0.4876,0.5124,Toss-up,-7.76,3.62,Over,False,False,
2025-12-07,San Jose Sharks,SJS,Carolina Hurricanes,CAR,4,1,5,29,27,2.8276,3.3793,3.4444,2.8889,True,6.1097,6.0,-115,-105,3.2217,2.9621,2.8150,3.2350,0.5718,0.4282,Toss-up,3.69,-8.40,Under,False,False,
2025-12-07,Pittsburgh Penguins,PIT,Dallas Stars,DAL,2,3,5,26,29,3.1923,2.8462,3.5172,2.5862,True,5.9625,6.0,-105,-115,3.4574,2.5824,3.1233,2.9605,0.5483,0.4517,Toss-up,3.61,-8.32,Under,False,False,
2025-12-07,New York Islanders,NYI,Florida Panthers,FLA,1,4,5,29,27,2.9655,2.7931,3.1111,3.2963,True,5.9784,6.0,-120,100,3.1922,3.3279,2.9103,2.7120,0.5508,0.4492,Toss-up,0.54,-5.08,Under,False,False,
2025-12-07,St. Louis Blues,STL,Montreal Canadiens,MTL,4,3,7,29,27,2.5172,3.4828,3.2963,3.5185,True,6.1664,5.5,-110,-110,3.1436,3.4037,2.6060,3.1942,0.5807,0.4193,Toss-up,5.69,-10.45,Over,False,False,
2025-12-07,Vegas Golden Knights,VGK,New York Rangers,NYR,3,2,5,27,30,3.0741,2.9259,2.7000,2.6000,True,5.5399,5.5,-135,115,2.9060,2.7983,3.0082,2.9518,0.4779,0.5221,Toss-up,-9.66,5.70,Under,False,False,
2025-12-07,Colorado Avalanche,COL,Philadelphia Flyers,PHI,3,2,5,28,26,4.0000,2.2857,3.0385,2.8462,True,6.1317,6.0,-120,100,3.1074,2.9679,3.7045,2.5129,0.5752,0.4248,Toss-up,2.98,-7.52,Under,False,False,
2025-12-07,Columbus Blue Jackets,CBJ,Washington Capitals,WSH,0,2,2,28,29,3.2143,3.4643,3.4828,2.5862,True,6.8580,6.5,100,-120,3.5207,2.7463,3.2287,3.4525,0.5289,0.4711,Toss-up,2.89,-7.44,Under,False,False,
2025-12-08,Buffalo Sabres,BUF,Calgary Flames,CGY,4,7,11,28,30,3.0000,3.4286,2.4000,2.9333,True,5.7148,6.0,-115,-105,2.6708,2.8346,3.0314,3.3321,0.5075,0.4925,Toss-up,-2.74,-1.97,Over,False,False,
2025-12-08,Minnesota Wild,MIN,Seattle Kraken,SEA,4,1,5,29,26,2.7931,2.7586,2.5385,3.0385,True,5.2560,5.5,-105,-115,2.6744,3.1427,2.8249,2.7064,0.4289,0.5711,Toss-up,-8.33,3.63,Under,False,False,
2025-12-08,Tampa Bay Lightning,TBL,Toronto Maple Leafs,TOR,0,2,2,28,28,3.1429,2.6071,3.3929,3.3214,True,5.9597,6.5,-110,-110,3.2426,3.0881,3.1196,2.6623,0.3872,0.6128,Under,-13.66,8.90,Under,True,True,90.91
2025-12-08,Los Angeles Kings,LAK,Utah Mammoth,UTA,4,2,6,28,30,2.7143,2.6786,3.0333,2.8667,True,5.2331,5.5,100,-120,2.9948,2.8854,2.7983,2.6517,0.4249,0.5751,Toss-up,-7.51,2.97,Over,False,False,
2025-12-08,Detroit Red Wings,DET,Vancouver Canucks,VAN,4,0,4,29,29,3.1379,3.5172,2.9310,3.5862,True,6.9041,6.5,-105,-115,2.9383,3.4481,3.1483,3.4963,0.5359,0.4641,Toss-up,2.37,-7.08,Under,False,False,
2025-12-09,Columbus Blue Jackets,CBJ,Carolina Hurricanes,CAR,1,4,5,29,28,3.1034,3.4138,3.3571,2.9286,True,6.4918,6.5,-110,-110,3.1230,3.0027,3.0912,3.3847,0.4722,0.5278,Toss-up,-5.16,0.40,Under,False,False,
2025-12-09,Buffalo Sabres,BUF,Edmonton Oilers,EDM,4,3,7,29,29,3.0345,3.5517,3.3103,3.5172,True,7.2109,6.5,-125,105,3.3635,3.3698,3.0703,3.4774,0.5812,0.4188,Toss-up,2.57,-6.90,Over,False,False,
2025-12-09,Tampa Bay Lightning,TBL,Montreal Canadiens,MTL,6,1,7,29,28,3.0345,2.5862,3.2857,3.5357,True,6.0466,6.5,-105,-115,3.1335,3.4204,2.9883,2.6387,0.4012,0.5988,Toss-up,-11.10,6.39,Over,False,False,
2025-12-09,Colorado Avalanche,COL,Nashville Predators,NSH,3,4,7,29,28,3.9655,2.2759,2.6429,3.5714,True,6.4274,6.0,-110,-110,2.8298,3.4372,3.6635,2.4975,0.6203,0.3797,Over,9.65,-14.41,Over,True,True,90.91
2025-12-09,Vegas Golden Knights,VGK,New York Islanders,NYI,4,5,9,28,30,3.0714,2.8929,2.9000,2.8333,True,5.4132,5.5,-110,-110,2.8323,2.7669,3.0060,2.9113,0.4562,0.5438,Toss-up,-6.77,2.00,Over,False,False,
2025-12-09,New Jersey Devils,NJD,Ottawa Senators,OTT,4,3,7,29,28,2.8966,3.0690,3.1071,3.2857,True,5.8202,5.5,-110,-110,2.9761,3.1044,2.7594,3.1113,0.5250,0.4750,Toss-up,0.12,-4.88,Over,False,False,
2025-12-09,San Jose Sharks,SJS,Philadelphia Flyers,PHI,1,4,5,30,27,2.8667,3.3000,3.0000,2.8519,True,5.9118,6.0,-105,-115,3.0592,2.9698,2.8647,3.1395,0.5401,0.4599,Toss-up,2.79,-7.49,Under,False,False,
2025-12-09,Anaheim Ducks,ANA,Pittsburgh Penguins,PIT,4,3,7,29,27,3.6897,3.2759,3.1481,2.8519,True,6.5843,6.5,-120,100,3.0729,2.9615,3.4723,3.2155,0.4867,0.5133,Toss-up,-5.88,1.33,Over,False,False,
2025-12-09,Boston Bruins,BOS,St. Louis Blues,STL,5,2,7,30,30,3.2000,3.1333,2.5667,3.4667,True,5.9230,5.5,-110,-110,2.6683,3.1834,3.1534,3.0380,0.5419,0.4581,Toss-up,1.81,-6.57,Over,False,False,
2025-12-09,Dallas Stars,DAL,Winnipeg Jets,WPG,4,3,7,30,28,3.5000,2.5667,3.0357,3.0357,True,6.0052,6.0,-105,-115,2.9474,3.1602,3.4315,2.5642,0.5551,0.4449,Toss-up,4.30,-9.00,Over,False,False,
2025-12-10,Detroit Red Wings,DET,Calgary Flames,CGY,4,3,7,30,31,3.1667,3.4000,2.5484,2.9677,True,6.1137,6.0,-120,100,2.8521,2.8862,3.1832,3.3494,0.5724,0.4276,Toss-up,2.70,-7.24,Over,False,False,
2025-12-10,New York Rangers,NYR,Chicago Blackhawks,CHI,0,3,3,31,29,2.6774,2.6129,2.9655,3.1379,True,5.7153,6.0,100,-120,2.8887,3.2763,2.8714,2.8098,0.5076,0.4924,Toss-up,0.76,-5.30,Under,False,False,
2025-12-10,Los Angeles Kings,LAK,Seattle Kraken,SEA,2,3,5,29,27,2.7586,2.6552,2.4815,3.0741,True,5.1998,5.5,100,-120,2.6088,3.1765,2.8524,2.6318,0.4191,0.5809,Toss-up,-8.09,3.55,Under,False,False,
2025-12-10,Florida Panthers,FLA,Utah Mammoth,UTA,4,3,7,28,31,3.1429,3.2143,3.0000,2.9032,True,6.2004,5.5,-115,-105,2.9561,2.9332,3.2217,3.2251,0.5860,0.4140,Toss-up,5.11,-9.81,Over,False,False,
2025-12-11,Ottawa Senators,OTT,Columbus Blue Jackets,CBJ,6,3,9,29,30,3.1034,3.3103,3.0333,3.4333,True,6.3963,6.5,-110,-110,3.0072,3.4064,2.9783,3.1406,0.4571,0.5429,Toss-up,-6.67,1.91,Over,False,False,
2025-12-11,Florida Panthers,FLA,Colorado Avalanche,COL,2,6,8,29,30,3.1724,3.2069,3.9333,2.3333,True,6.5322,6.5,100,-120,3.6299,2.5690,3.2526,3.2148,0.4785,0.5215,Toss-up,-2.15,-2.40,Over,False,False,
2025-12-11,Detroit Red Wings,DET,Edmonton Oilers,EDM,1,4,5,31,30,3.1935,3.3871,3.3000,3.5333,True,7.1938,6.5,-125,105,3.3478,3.3943,3.2151,3.3320,0.5788,0.4212,Toss-up,2.32,-6.66,Under,False,False,
2025-12-11,Dallas Stars,DAL,Minnesota Wild,MIN,2,5,7,31,30,3.5161,2.5806,2.8333,2.7000,True,5.4018,5.5,-105,-115,2.8763,2.6424,3.4496,2.5897,0.4542,0.5458,Toss-up,-5.80,1.09,Over,False,False,
2025-12-11,Tampa Bay Lightning,TBL,New Jersey Devils,NJD,8,4,12,30,30,3.1333,2.5333,2.9333,3.0667,True,5.5253,6.0,-105,-115,2.8157,3.1076,3.1148,2.5813,0.4754,0.5246,Toss-up,-3.68,-1.03,Over,False,False,
2025-12-11,St. Louis Blues,STL,Nashville Predators,NSH,2,7,9,31,29,2.5484,3.5161,2.6897,3.5517,True,6.0073,5.5,-115,-105,2.8860,3.4184,2.6504,3.2579,0.5555,0.4445,Toss-up,2.06,-6.77,Over,False,False,
2025-12-11,Anaheim Ducks,ANA,New York Islanders,NYI,2,5,7,30,31,3.7000,3.2667,2.9677,2.8710,True,6.2626,6.5,-120,100,2.9281,2.8261,3.4922,3.2090,0.4358,0.5642,Toss-up,-10.97,6.42,Over,False,False,
2025-12-11,Vegas Golden Knights,VGK,Philadelphia Flyers,PHI,3,2,5,29,28,3.1034,2.9655,3.0357,2.7857,True,5.9016,5.5,-115,-105,3.1028,2.8939,3.0534,3.0050,0.5384,0.4616,Toss-up,0.35,-5.06,Under,False,False,
2025-12-11,Montreal Canadiens,MTL,Pittsburgh Penguins,PIT,4,2,6,29,28,3.2069,3.6207,3.1429,2.8929,True,6.5108,6.5,100,-120,3.0742,3.0107,3.0507,3.5269,0.4752,0.5248,Toss-up,-2.48,-2.06,Under,False,False,
2025-12-11,San Jose Sharks,SJS,Toronto Maple Leafs,TOR,3,2,5,31,29,2.8065,3.3226,3.3448,3.2069,True,5.9926,6.0,-115,-105,3.1925,2.9645,2.7964,3.1769,0.5531,0.4469,Toss-up,1.82,-6.53,Under,False,False,
2025-12-11,Buffalo Sabres,BUF,Vancouver Canucks,VAN,3,2,5,30,30,3.0667,3.5333,2.8333,3.6000,True,6.6908,6.0,-115,-105,2.8254,3.4694,3.1137,3.4576,0.6581,0.3419,Over,12.32,-17.03,Under,True,False,-100.00
2025-12-11,Boston Bruins,BOS,Winnipeg Jets,WPG,6,3,9,31,29,3.2581,3.0968,3.0345,3.0690,True,6.2422,6.0,-120,100,2.9543,3.1963,3.2296,2.9999,0.5924,0.4076,Toss-up,4.69,-9.24,Over,False,False,
